-1.5708	-3.14159
-1.5708	-3.05433
-1.5708	-2.96706
-1.5708	-2.87979
-1.5708	-2.79253
-1.5708	-2.70526
-1.5708	-2.61799
-1.5708	-2.53073
-1.5708	-2.44346
-1.5708	-2.35619
-1.5708	-2.26893
-1.5708	-2.18166
-1.5708	-2.0944
-1.5708	-2.00713
-1.5708	-1.91986
-1.5708	-1.8326
-1.5708	-1.74533
-1.5708	-1.65806
-1.5708	-1.5708
-1.5708	-1.48353
-1.5708	-1.39626
-1.5708	-1.309
-1.5708	-1.22173
-1.5708	-1.13446
-1.5708	-1.0472
-1.5708	-0.959931
-1.5708	-0.872665
-1.5708	-0.785398
-1.5708	-0.698132
-1.5708	-0.610865
-1.5708	-0.523599
-1.5708	-0.436332
-1.5708	-0.349066
-1.5708	-0.261799
-1.5708	-0.174533
-1.5708	-0.0872665
-1.5708	-2.2482e-15
-1.5708	0.0872665
-1.5708	0.174533
-1.5708	0.261799
-1.5708	0.349066
-1.5708	0.436332
-1.5708	0.523599
-1.5708	0.610865
-1.5708	0.698132
-1.5708	0.785398
-1.5708	0.872665
-1.5708	0.959931
-1.5708	1.0472
-1.5708	1.13446
-1.5708	1.22173
-1.5708	1.309
-1.5708	1.39626
-1.5708	1.48353
-1.5708	1.5708
-1.5708	1.65806
-1.5708	1.74533
-1.5708	1.8326
-1.5708	1.91986
-1.5708	2.00713
-1.5708	2.0944
-1.5708	2.18166
-1.5708	2.26893
-1.5708	2.35619
-1.5708	2.44346
-1.5708	2.53073
-1.5708	2.61799
-1.5708	2.70526
-1.5708	2.79253
-1.5708	2.87979
-1.5708	2.96706
-1.5708	3.05433
-1.5708	3.14159
-1.48353	-3.14159
-1.48353	-3.05433
-1.48353	-2.96706
-1.48353	-2.87979
-1.48353	-2.79253
-1.48353	-2.70526
-1.48353	-2.61799
-1.48353	-2.53073
-1.48353	-2.44346
-1.48353	-2.35619
-1.48353	-2.26893
-1.48353	-2.18166
-1.48353	-2.0944
-1.48353	-2.00713
-1.48353	-1.91986
-1.48353	-1.8326
-1.48353	-1.74533
-1.48353	-1.65806
-1.48353	-1.5708
-1.48353	-1.48353
-1.48353	-1.39626
-1.48353	-1.309
-1.48353	-1.22173
-1.48353	-1.13446
-1.48353	-1.0472
-1.48353	-0.959931
-1.48353	-0.872665
-1.48353	-0.785398
-1.48353	-0.698132
-1.48353	-0.610865
-1.48353	-0.523599
-1.48353	-0.436332
-1.48353	-0.349066
-1.48353	-0.261799
-1.48353	-0.174533
-1.48353	-0.0872665
-1.48353	-2.2482e-15
-1.48353	0.0872665
-1.48353	0.174533
-1.48353	0.261799
-1.48353	0.349066
-1.48353	0.436332
-1.48353	0.523599
-1.48353	0.610865
-1.48353	0.698132
-1.48353	0.785398
-1.48353	0.872665
-1.48353	0.959931
-1.48353	1.0472
-1.48353	1.13446
-1.48353	1.22173
-1.48353	1.309
-1.48353	1.39626
-1.48353	1.48353
-1.48353	1.5708
-1.48353	1.65806
-1.48353	1.74533
-1.48353	1.8326
-1.48353	1.91986
-1.48353	2.00713
-1.48353	2.0944
-1.48353	2.18166
-1.48353	2.26893
-1.48353	2.35619
-1.48353	2.44346
-1.48353	2.53073
-1.48353	2.61799
-1.48353	2.70526
-1.48353	2.79253
-1.48353	2.87979
-1.48353	2.96706
-1.48353	3.05433
-1.48353	3.14159
-1.39626	-3.14159
-1.39626	-3.05433
-1.39626	-2.96706
-1.39626	-2.87979
-1.39626	-2.79253
-1.39626	-2.70526
-1.39626	-2.61799
-1.39626	-2.53073
-1.39626	-2.44346
-1.39626	-2.35619
-1.39626	-2.26893
-1.39626	-2.18166
-1.39626	-2.0944
-1.39626	-2.00713
-1.39626	-1.91986
-1.39626	-1.8326
-1.39626	-1.74533
-1.39626	-1.65806
-1.39626	-1.5708
-1.39626	-1.48353
-1.39626	-1.39626
-1.39626	-1.309
-1.39626	-1.22173
-1.39626	-1.13446
-1.39626	-1.0472
-1.39626	-0.959931
-1.39626	-0.872665
-1.39626	-0.785398
-1.39626	-0.698132
-1.39626	-0.610865
-1.39626	-0.523599
-1.39626	-0.436332
-1.39626	-0.349066
-1.39626	-0.261799
-1.39626	-0.174533
-1.39626	-0.0872665
-1.39626	-2.2482e-15
-1.39626	0.0872665
-1.39626	0.174533
-1.39626	0.261799
-1.39626	0.349066
-1.39626	0.436332
-1.39626	0.523599
-1.39626	0.610865
-1.39626	0.698132
-1.39626	0.785398
-1.39626	0.872665
-1.39626	0.959931
-1.39626	1.0472
-1.39626	1.13446
-1.39626	1.22173
-1.39626	1.309
-1.39626	1.39626
-1.39626	1.48353
-1.39626	1.5708
-1.39626	1.65806
-1.39626	1.74533
-1.39626	1.8326
-1.39626	1.91986
-1.39626	2.00713
-1.39626	2.0944
-1.39626	2.18166
-1.39626	2.26893
-1.39626	2.35619
-1.39626	2.44346
-1.39626	2.53073
-1.39626	2.61799
-1.39626	2.70526
-1.39626	2.79253
-1.39626	2.87979
-1.39626	2.96706
-1.39626	3.05433
-1.39626	3.14159
-1.309	-3.14159
-1.309	-3.05433
-1.309	-2.96706
-1.309	-2.87979
-1.309	-2.79253
-1.309	-2.70526
-1.309	-2.61799
-1.309	-2.53073
-1.309	-2.44346
-1.309	-2.35619
-1.309	-2.26893
-1.309	-2.18166
-1.309	-2.0944
-1.309	-2.00713
-1.309	-1.91986
-1.309	-1.8326
-1.309	-1.74533
-1.309	-1.65806
-1.309	-1.5708
-1.309	-1.48353
-1.309	-1.39626
-1.309	-1.309
-1.309	-1.22173
-1.309	-1.13446
-1.309	-1.0472
-1.309	-0.959931
-1.309	-0.872665
-1.309	-0.785398
-1.309	-0.698132
-1.309	-0.610865
-1.309	-0.523599
-1.309	-0.436332
-1.309	-0.349066
-1.309	-0.261799
-1.309	-0.174533
-1.309	-0.0872665
-1.309	-2.2482e-15
-1.309	0.0872665
-1.309	0.174533
-1.309	0.261799
-1.309	0.349066
-1.309	0.436332
-1.309	0.523599
-1.309	0.610865
-1.309	0.698132
-1.309	0.785398
-1.309	0.872665
-1.309	0.959931
-1.309	1.0472
-1.309	1.13446
-1.309	1.22173
-1.309	1.309
-1.309	1.39626
-1.309	1.48353
-1.309	1.5708
-1.309	1.65806
-1.309	1.74533
-1.309	1.8326
-1.309	1.91986
-1.309	2.00713
-1.309	2.0944
-1.309	2.18166
-1.309	2.26893
-1.309	2.35619
-1.309	2.44346
-1.309	2.53073
-1.309	2.61799
-1.309	2.70526
-1.309	2.79253
-1.309	2.87979
-1.309	2.96706
-1.309	3.05433
-1.309	3.14159
-1.22173	-3.14159
-1.22173	-3.05433
-1.22173	-2.96706
-1.22173	-2.87979
-1.22173	-2.79253
-1.22173	-2.70526
-1.22173	-2.61799
-1.22173	-2.53073
-1.22173	-2.44346
-1.22173	-2.35619
-1.22173	-2.26893
-1.22173	-2.18166
-1.22173	-2.0944
-1.22173	-2.00713
-1.22173	-1.91986
-1.22173	-1.8326
-1.22173	-1.74533
-1.22173	-1.65806
-1.22173	-1.5708
-1.22173	-1.48353
-1.22173	-1.39626
-1.22173	-1.309
-1.22173	-1.22173
-1.22173	-1.13446
-1.22173	-1.0472
-1.22173	-0.959931
-1.22173	-0.872665
-1.22173	-0.785398
-1.22173	-0.698132
-1.22173	-0.610865
-1.22173	-0.523599
-1.22173	-0.436332
-1.22173	-0.349066
-1.22173	-0.261799
-1.22173	-0.174533
-1.22173	-0.0872665
-1.22173	-2.2482e-15
-1.22173	0.0872665
-1.22173	0.174533
-1.22173	0.261799
-1.22173	0.349066
-1.22173	0.436332
-1.22173	0.523599
