6.12323e-17	-7.4988e-33	-1
6.09993e-17	-5.33675e-18	-1
6.03021e-17	-1.06329e-17	-1
5.91459e-17	-1.58481e-17	-1
5.75396e-17	-2.09427e-17	-1
5.54953e-17	-2.58779e-17	-1
5.30288e-17	-3.06162e-17	-1
5.01586e-17	-3.51214e-17	-1
4.69067e-17	-3.93594e-17	-1
4.32978e-17	-4.32978e-17	-1
3.93594e-17	-4.69067e-17	-1
3.51214e-17	-5.01586e-17	-1
3.06162e-17	-5.30288e-17	-1
2.58779e-17	-5.54953e-17	-1
2.09427e-17	-5.75396e-17	-1
1.58481e-17	-5.91459e-17	-1
1.06329e-17	-6.03021e-17	-1
5.33675e-18	-6.09993e-17	-1
1.05021e-31	-6.12323e-17	-1
-5.33675e-18	-6.09993e-17	-1
-1.06329e-17	-6.03021e-17	-1
-1.58481e-17	-5.91459e-17	-1
-2.09427e-17	-5.75396e-17	-1
-2.58779e-17	-5.54953e-17	-1
-3.06162e-17	-5.30288e-17	-1
-3.51214e-17	-5.01586e-17	-1
-3.93594e-17	-4.69067e-17	-1
-4.32978e-17	-4.32978e-17	-1
-4.69067e-17	-3.93594e-17	-1
-5.01586e-17	-3.51214e-17	-1
-5.30288e-17	-3.06162e-17	-1
-5.54953e-17	-2.58779e-17	-1
-5.75396e-17	-2.09427e-17	-1
-5.91459e-17	-1.58481e-17	-1
-6.03021e-17	-1.06329e-17	-1
-6.09993e-17	-5.33675e-18	-1
-6.12323e-17	-1.37663e-31	-1
-6.09993e-17	5.33675e-18	-1
-6.03021e-17	1.06329e-17	-1
-5.91459e-17	1.58481e-17	-1
-5.75396e-17	2.09427e-17	-1
-5.54953e-17	2.58779e-17	-1
-5.30288e-17	3.06162e-17	-1
-5.01586e-17	3.51214e-17	-1
-4.69067e-17	3.93594e-17	-1
-4.32978e-17	4.32978e-17	-1
-3.93594e-17	4.69067e-17	-1
-3.51214e-17	5.01586e-17	-1
-3.06162e-17	5.30288e-17	-1
-2.58779e-17	5.54953e-17	-1
-2.09427e-17	5.75396e-17	-1
