-1.5708	-3.14159
-1.5708	-3.09796
-1.5708	-3.05433
-1.5708	-3.01069
-1.5708	-2.96706
-1.5708	-2.92343
-1.5708	-2.87979
-1.5708	-2.83616
-1.5708	-2.79253
-1.5708	-2.74889
-1.5708	-2.70526
-1.5708	-2.66163
-1.5708	-2.61799
-1.5708	-2.57436
-1.5708	-2.53073
-1.5708	-2.48709
-1.5708	-2.44346
-1.5708	-2.39983
-1.5708	-2.35619
-1.5708	-2.31256
-1.5708	-2.26893
-1.5708	-2.22529
-1.5708	-2.18166
-1.5708	-2.13803
-1.5708	-2.0944
-1.5708	-2.05076
-1.5708	-2.00713
-1.5708	-1.9635
-1.5708	-1.91986
-1.5708	-1.87623
-1.5708	-1.8326
-1.5708	-1.78896
-1.5708	-1.74533
-1.5708	-1.7017
-1.5708	-1.65806
-1.5708	-1.61443
-1.5708	-1.5708
-1.5708	-1.52716
-1.5708	-1.48353
-1.5708	-1.4399
-1.5708	-1.39626
-1.5708	-1.35263
-1.5708	-1.309
-1.5708	-1.26536
-1.5708	-1.22173
-1.5708	-1.1781
-1.5708	-1.13446
-1.5708	-1.09083
-1.5708	-1.0472
-1.5708	-1.00356
-1.5708	-0.959931
-1.5708	-0.916298
-1.5708	-0.872665
-1.5708	-0.829031
-1.5708	-0.785398
-1.5708	-0.741765
-1.5708	-0.698132
-1.5708	-0.654498
-1.5708	-0.610865
-1.5708	-0.567232
-1.5708	-0.523599
-1.5708	-0.479966
-1.5708	-0.436332
-1.5708	-0.392699
-1.5708	-0.349066
-1.5708	-0.305433
-1.5708	-0.261799
-1.5708	-0.218166
-1.5708	-0.174533
-1.5708	-0.1309
-1.5708	-0.0872665
-1.5708	-0.0436332
-1.5708	-2.90046e-15
-1.5708	0.0436332
-1.5708	0.0872665
-1.5708	0.1309
-1.5708	0.174533
-1.5708	0.218166
-1.5708	0.261799
-1.5708	0.305433
-1.5708	0.349066
-1.5708	0.392699
-1.5708	0.436332
-1.5708	0.479966
-1.5708	0.523599
-1.5708	0.567232
-1.5708	0.610865
-1.5708	0.654498
-1.5708	0.698132
-1.5708	0.741765
-1.5708	0.785398
-1.5708	0.829031
-1.5708	0.872665
-1.5708	0.916298
-1.5708	0.959931
-1.5708	1.00356
-1.5708	1.0472
-1.5708	1.09083
-1.5708	1.13446
-1.5708	1.1781
-1.5708	1.22173
-1.5708	1.26536
-1.5708	1.309
-1.5708	1.35263
-1.5708	1.39626
-1.5708	1.4399
-1.5708	1.48353
-1.5708	1.52716
-1.5708	1.5708
-1.5708	1.61443
-1.5708	1.65806
-1.5708	1.7017
-1.5708	1.74533
-1.5708	1.78896
-1.5708	1.8326
-1.5708	1.87623
-1.5708	1.91986
-1.5708	1.9635
-1.5708	2.00713
-1.5708	2.05076
-1.5708	2.0944
-1.5708	2.13803
-1.5708	2.18166
-1.5708	2.22529
-1.5708	2.26893
-1.5708	2.31256
-1.5708	2.35619
-1.5708	2.39983
-1.5708	2.44346
-1.5708	2.48709
-1.5708	2.53073
-1.5708	2.57436
-1.5708	2.61799
-1.5708	2.66163
-1.5708	2.70526
-1.5708	2.74889
-1.5708	2.79253
-1.5708	2.83616
-1.5708	2.87979
-1.5708	2.92343
-1.5708	2.96706
-1.5708	3.01069
-1.5708	3.05433
-1.5708	3.09796
-1.5708	3.14159
-1.52716	-3.14159
-1.52716	-3.09796
-1.52716	-3.05433
-1.52716	-3.01069
-1.52716	-2.96706
-1.52716	-2.92343
-1.52716	-2.87979
-1.52716	-2.83616
-1.52716	-2.79253
-1.52716	-2.74889
-1.52716	-2.70526
-1.52716	-2.66163
-1.52716	-2.61799
-1.52716	-2.57436
-1.52716	-2.53073
-1.52716	-2.48709
-1.52716	-2.44346
-1.52716	-2.39983
-1.52716	-2.35619
-1.52716	-2.31256
-1.52716	-2.26893
-1.52716	-2.22529
-1.52716	-2.18166
-1.52716	-2.13803
-1.52716	-2.0944
-1.52716	-2.05076
-1.52716	-2.00713
-1.52716	-1.9635
-1.52716	-1.91986
-1.52716	-1.87623
-1.52716	-1.8326
