-0.0728885	0.00414603	1.21283e-06	-0.0728885	0.00414603	1.21283e-06
-0.0728798	0.00414171	0.000182045	-0.0728798	0.00414171	0.000182045
-0.0703992	0.00391564	0.000343791	-0.0703992	0.00391564	0.000343791
-0.0728842	0.00411003	0.000542585	-0.0728842	0.00411003	0.000542585
-0.0710065	0.00387944	0.000683743	-0.0710065	0.00387944	0.000683743
-0.0682097	0.00355842	0.000790395	-0.0682097	0.00355842	0.000790395
-0.0728709	0.00400431	0.00107264	-0.0728709	0.00400431	0.00107264
-0.0724997	0.00392526	0.00123918	-0.0724997	0.00392526	0.00123918
-0.0728443	0.00389406	0.00141861	-0.0728443	0.00389406	0.00141861
-0.070436	0.00358014	0.00148454	-0.070436	0.00358014	0.00148454
-0.072477	0.00374447	0.00174603	-0.072477	0.00374447	0.00174603
-0.0699271	0.0033886	0.00176395	-0.0699271	0.0033886	0.00176395
-0.0673718	0.00306675	0.00177024	-0.0673718	0.00306675	0.00177024
-0.0728912	0.00349675	0.00222763	-0.0728912	0.00349675	0.00222763
-0.0679325	0.00294851	0.00206637	-0.0679325	0.00294851	0.00206637
-0.0728864	0.00328945	0.0025237	-0.0728864	0.00328945	0.0025237
-0.0713653	0.00304696	0.00255828	-0.0713653	0.00304696	0.00255828
-0.0728865	0.00305596	0.00280191	-0.0728865	0.00305596	0.00280191
-0.0728877	0.0029319	0.00293147	-0.0728877	0.0029319	0.00293147
-0.0728773	0.00280075	0.00305642	-0.0728773	0.00280075	0.00305642
-0.0728616	0.0026632	0.00317618	-0.0728616	0.0026632	0.00317618
-0.0728864	0.00252418	0.00328908	-0.0728864	0.00252418	0.00328908
-0.072892	0.00237686	0.00339708	-0.072892	0.00237686	0.00339708
-0.0728879	0.00222769	0.00349671	-0.0728879	0.00222769	0.00349671
-0.0722341	0.00203528	0.00353079	-0.0722341	0.00203528	0.00353079
-0.0728877	0.00191469	0.00367744	-0.0728877	0.00191469	0.00367744
-0.0728905	0.00175109	0.00375809	-0.0728905	0.00175109	0.00375809
-0.0728885	0.0015855	0.0038309	-0.0728885	0.0015855	0.0038309
-0.0728899	0.00141806	0.00389598	-0.0728899	0.00141806	0.00389598
-0.0728905	0.00124558	0.00395451	-0.0728905	0.00124558	0.00395451
-0.0728899	0.00107311	0.00400475	-0.0728899	0.00107311	0.00400475
-0.0728899	0.000897403	0.00404775	-0.0728899	0.000897403	0.00404775
-0.072892	0.000718496	0.0040833	-0.072892	0.000718496	0.0040833
-0.0728864	0.000541466	0.00411052	-0.0728864	0.000541466	0.00411052
-0.0728864	0.000361652	0.00413023	-0.0728864	0.000361652	0.00413023
-0.0728905	0.000179636	0.00414214	-0.0728905	0.000179636	0.00414214
-0.0728844	3.02598e-07	0.00414603	-0.0728844	3.02598e-07	0.00414603
-0.0728906	-0.000180809	0.00414209	-0.0728906	-0.000180809	0.00414209
-0.072892	-0.000362822	0.00413013	-0.072892	-0.000362822	0.00413013
-0.0728919	-0.000541128	0.00411057	-0.0728919	-0.000541128	0.00411057
-0.0728879	-0.000719913	0.00408305	-0.0728879	-0.000719913	0.00408305
-0.0728912	-0.000897328	0.00404776	-0.0728912	-0.000897328	0.00404776
-0.0728865	-0.00107424	0.00400445	-0.0728865	-0.00107424	0.00400445
