0.0119229	4.25498e-06	-4.89429e-07
0.0119249	4.28145e-06	-1.1672e-07
0.0119251	4.16878e-06	8.61149e-07
0.0119244	4.07786e-06	1.2212e-06
0.0119249	4.16577e-06	9.95377e-07
0.0119259	3.84965e-06	1.81255e-06
0.0119264	3.62284e-06	2.23502e-06
0.0119257	3.82836e-06	1.95087e-06
0.0119229	3.5741e-06	2.36013e-06
0.0119258	2.92093e-06	3.09652e-06
0.0119244	3.19299e-06	2.87525e-06
0.0119244	2.93024e-06	3.1426e-06
0.0119191	3.11051e-06	3.11738e-06
0.0119249	2.24181e-06	3.64948e-06
0.0119259	1.44044e-06	4.00378e-06
0.0119259	1.08601e-06	4.11409e-06
0.0119244	1.32758e-06	4.08653e-06
0.0119244	2.47154e-07	4.24961e-06
0.0119224	-1.24165e-07	4.25498e-06
0.0119244	2.24671e-07	4.29089e-06
0.0119239	-7.54431e-07	4.1876e-06
0.0119209	-6.28519e-07	4.23667e-06
0.0119244	-1.57197e-06	3.95591e-06
0.0119264	-1.91076e-06	3.80385e-06
0.0119259	-2.14118e-06	3.67702e-06
0.0119279	-2.4535e-06	3.47641e-06
0.0119258	-2.83017e-06	3.17969e-06
0.0119264	-2.58602e-06	3.43143e-06
0.0119264	-3.33932e-06	2.63993e-06
0.0119249	-3.20475e-06	2.84147e-06
0.0119236	-3.44021e-06	2.55135e-06
0.0119236	-3.64948e-06	2.24181e-06
0.0119258	-4.04084e-06	1.33861e-06
0.0119249	-3.98332e-06	1.57402e-06
0.0119249	-4.10535e-06	1.22086e-06
0.0119236	-4.19613e-06	8.58412e-07
0.011925	-4.25498e-06	5.97792e-07
0.0119236	-4.28145e-06	1.1672e-07
0.0119249	-4.27533e-06	-2.56877e-07
0.0119249	-4.23667e-06	-6.28519e-07
0.0119259	-3.99297e-06	-1.47014e-06
0.0119249	-4.06317e-06	-1.35466e-06
0.0119229	-3.92964e-06	-1.70363e-06
0.0119264	-3.41426e-06	-2.54227e-06
0.0119259	-3.24935e-06	-2.74715e-06
0.0119264	-3.43143e-06	-2.58602e-06
0.0119244	-2.63993e-06	-3.33932e-06
0.0119229	-2.84147e-06	-3.20475e-06
0.0119244	-2.64519e-06	-3.38603e-06
0.0119209	-2.24181e-06	-3.64948e-06
0.0119229	-1.9152e-06	-3.83098e-06
0.0119244	-9.81336e-07	-4.14213e-06
0.0119264	-1.32758e-06	-4.08653e-06
0.0119229	-8.58412e-07	-4.19613e-06
0.0119264	1.24165e-07	-4.25498e-06
0.0119244	-2.24671e-07	-4.29089e-06
0.0119264	1.5016e-07	-4.29415e-06
0.0119224	1.2212e-06	-4.07786e-06
0.0119224	8.93549e-07	-4.20283e-06
0.0119229	1.35466e-06	-4.06317e-06
0.0119209	1.70363e-06	-3.92964e-06
0.0119229	2.03964e-06	-3.7662e-06
0.0119224	2.83017e-06	-3.17969e-06
0.0119249	2.66265e-06	-3.35481e-06
0.0119279	3.26966e-06	-2.72295e-06
0.0119224	3.1426e-06	-2.93024e-06
0.0119224	3.74701e-06	-2.01996e-06
0.0119242	3.64948e-06	-2.24181e-06
0.0119264	4.04084e-06	-1.33861e-06
0.0119251	4.14213e-06	-9.81336e-07
0.0119264	4.2119e-06	-6.16591e-07
0.0119251	4.24961e-06	-2.47154e-07
0.0119244	4.25498e-06	1.24165e-07
0.0118788	4.2814e-06	-1.54397e-06
0.0122075	-2.79039e-05	-3.41688e-06
0.012535	-5.88527e-05	-1.1091e-05
0.0128591	-8.73572e-05	-2.39389e-05
0.0131743	-0.000113121	-4.1798e-05
0.0134843	-0.000135047	-6.3487e-05
0.0137806	-0.000152788	-8.86126e-05
0.014064	-0.000165526	-0.000116191
0.0143275	-0.000173106	-0.000145402
0.0145735	-0.000175357	-0.000175375
0.0147983	-0.000172269	-0.00020519
0.0150035	-0.000163986	-0.000233975
0.0151824	-0.000150796	-0.000260849
0.0153373	-0.000133124	-0.000285049
0.0154654	-0.000111516	-0.000305867
0.0155658	-8.66273e-05	-0.000322705
0.0156362	-5.91983e-05	-0.000335074
0.0156798	-3.00379e-05	-0.000342646
0.0156944	-1.80031e-11	-0.000345194
0.0156818	3.00379e-05	-0.000342659
0.0156382	5.91985e-05	-0.000335088
0.0155659	8.66276e-05	-0.000322706
0.0154654	0.000111516	-0.000305866
0.0153354	0.000133124	-0.000285037
0.015179	0.000150796	-0.000260827
0.0150035	0.000163986	-0.000233976
0.0147964	0.000172269	-0.000205177
0.0145729	0.000175357	-0.000175371
0.0143288	0.000173106	-0.000145411
0.014062	0.000165527	-0.000116178
0.0137813	0.000152789	-8.86174e-05
0.0134861	0.000135004	-6.34788e-05
0.013177	0.00011298	-4.17591e-05
0.0128595	8.72567e-05	-2.40811e-05
0.0125363	5.87785e-05	-1.14523e-05
0.0122087	2.79356e-05	-2.99862e-06
0.0118745	-4.28136e-06	-7.05178e-07
0.0121979	-3.65296e-05	-4.16421e-06
0.0125221	-6.74158e-05	-1.28338e-05
0.0128491	-9.60086e-05	-2.66133e-05
0.0131619	-0.000121473	-4.5052e-05
0.0134673	-0.000143188	-6.75515e-05
0.0137563	-0.000160313	-9.32521e-05
0.0140377	-0.0001727	-0.000121522
0.0142998	-0.000179806	-0.000151371
0.0145463	-0.000181484	-0.00018192
0.0147665	-0.000177716	-0.000212109
0.0149723	-0.000168827	-0.000241351
0.0151513	-0.000154967	-0.000268608
0.0153053	-0.000136637	-0.000293143
0.0154308	-0.000114321	-0.000314165
0.0155336	-8.87553e-05	-0.000331395
0.0156027	-6.05479e-05	-0.000343685
0.0156476	-3.0679e-05	-0.000351434
0.0156609	1.14808e-07	-0.000353957
0.0156499	3.08857e-05	-0.000351461
0.0156022	6.07924e-05	-0.000343765
0.0155325	8.89354e-05	-0.000331242
0.015432	0.000114547	-0.000314186
0.0153039	0.000136836	-0.000293064
0.0151509	0.000155211	-0.000268579
0.0149712	0.000169018	-0.000241269
0.0147707	0.000177981	-0.00021213
0.0145472	0.000181644	-0.000181798
0.0143024	0.000179915	-0.000151253
0.0140404	0.000172804	-0.000121425
0.0137602	0.000160469	-9.31947e-05
0.013469	0.000143218	-6.74252e-05
0.0131626	0.000121566	-4.49667e-05
0.0128457	9.60555e-05	-2.65128e-05
0.0125244	6.74291e-05	-1.27699e-05
0.012198	3.65347e-05	-4.1064e-06
0.0118804	4.2814e-06	-8.44133e-07
0.0117365	4.3604e-06	-4.29002e-06
0.0123924	-5.89373e-05	-8.4661e-06
0.0130503	-0.000119777	-2.42813e-05
0.0136985	-0.000175495	-4.97237e-05
0.0143336	-0.000224547	-8.38384e-05
0.0149488	-0.000265785	-0.000125324
0.0155382	-0.000298171	-0.000172713
0.0161019	-0.000320973	-0.000224443
0.0166425	-0.000333573	-0.000278526
0.0171415	-0.000336038	-0.000333493
0.0176132	-0.000328595	-0.000388147
0.0180314	-0.000311512	-0.000440454
0.0184023	-0.000285438	-0.000489072
0.0187164	-0.000251239	-0.000532587
0.0189731	-0.000209974	-0.000569857
0.0191723	-0.00016286	-0.000599922
0.0193176	-0.000111127	-0.000621778
0.0194028	-5.63157e-05	-0.000634889
0.0194289	-3.99127e-11	-0.000639206
0.0194047	5.63157e-05	-0.000634914
0.0193196	0.000111127	-0.000621804
0.0191723	0.00016286	-0.000599922
0.0189731	0.000209974	-0.000569857
0.0187131	0.000251239	-0.000532546
